texto;toxico;
El pasado lunes comenzamos las exposiciones de nuestra Pinacoteca Mitológica a cargo de las alumnas de humanidades de primero de bachillerato pinacoteca comunica oralidad _ ;0;
Quiero tu foto para mi pinacoteca;0;
El Museo del Prado cede una obra de Rubens al Museo de León dentro del programa ?De gira por España? que conmemora el bicentenario de la pinacoteca nacional  Castilla y León;0;Pinacoteca
"¿Sin regalo para el día del padre? Regálale una visita cultural a la Pinacoteca Universitaria ""Los Autonomistas"" y a la Galería Universitaria ""Fernando Cano"". Hoy cerramos a las 16 h, entrada libre. ";0;
El cierre temporal del MoMA tiene como finalidad dar paso a una amplia renovación de la popular pinacoteca con la que se crearán nuevas galerías y espacios destinados a espectáculos. ;0;
Relájate tomándote un café en nuestro patio rodeado de antigüedades y obras de arte. Puedes ver la pinacoteca completa en nuestra web en la pestaña galería. ;0;
que asco de cabron;1;
Felipe. Cállate, cabrón. ¿Con qué cara te atreves a hablar sobre construcción de refinerías?;1;
"""Tú eres tan cabrón que los estás jodiendo"" ""Que pongan el aire más alto así nos infectamos"" ""Estos hijos de puta se tienen que ir a su país"" ""Que esto es España joder"" ""Dentro de poco esto va a estar lleno de ratas y nos vamos a infectar todos"" ""Me están tocando los huevos""";1;
Jajajajaja Qué cabrón;0;
Ja ja , cabrón 😅;0;
HIJO DE PUTA, COMO TE ATREVES A PONER ESE EMOJI ;1;
Cínico hijo de la gran puta.;1;
Mis padres estaban buscando casa y llamo el vendedor de la casa. Yo cogí el teléfono y empecé a insultarte (gilipollas, hijo de puta) sin motivo aparente, era pequeño.Y después mi madre como buena madre gallega me obligó a ir a verlo y disculparme, me quería morir de la vergüenza;1;
Yo creo que hay gente que busca que yo sea un hijo de puta. Tengo pruebas eh, porque siempre, juro que siempre que me porto bien me terminan haciendo x cosa para que me ponga en hijo de mil puta. Creo que el problema está en cuando quiero ser buena persona;1;
Me parece muy de hijo de puta que me diga que esté con la novia y me pida vernos, UN HIJO DE PUTA.;1;
Hijo de puta ;1;
Nos estás amenazando, mierdaseca?;1;
Los NIÑATOS que reniegan de Ramos, son los mismos que idolatran al mierdaseca de Mourinho, que echaron al mejor portero del mundo, Casillas. Aficionados se hacen llamar....;1;
Que Valls será un mierdaseca, que nadie lo discute, pero que está ofreciendo sus votos GRATIS CHABALADA. No he visto todavía a la derecha catalana hacer lo mismo.;1;
"Salía del aeropuerto con mis compañeros y un puto guiri de mierda ha dicho ""low cost airline, low cost..."" Y luego algo que no he oído bien y se han reído pero estoy segura de que se refería a que nosotros éramos ""baratos"" y de verdad,ojalá se tire por un balcón el muy mierdaseca";1;
Que te pires mierdaseca!;1;
Monedero, te ha devorado el personaje. Eres un mierdaseca.;1;
no se puede ser más bocachancla... ;1;
Yo flipo, con lo bocachancla q puede ser la gente...;1;
Ningún bocachancla sin captura. ;1;
Pero si no ganasteis vuestro psrtido bocachancla;1;
El bocachancla tiene implantada en la personalidad la prepotencia por defecto...;1;
Populismo? populismo eres tú, bocachancla;1;
Callate bocachancla, no hace falta que digas tonterias que tos sabemos ;1;
Qué diferencia con el Borbón abrazafarolas, eh!?;1;
Pero si Will es el genio, abrazafarolas;1;
Eres un abrazafarolas.;1;
El impoluto, según el porcino abrazafarolas de _TomasRoncero 🤣 🐷 🤣 🐷 🤣 🐷 🤣 🐷 🤣 🐷 🤣 🐷 🤣;1;
No te me pongas asi abrazafarolas;1;
_g Madre mía la cantidad de abrazafarolas que se tragan tus bulos.;1;
Gilipollas, subnormal, melón, retrasado, imbecil, tonto, malparido, payaso, chupacables, retrasado, hijo de puta, cabronazo, mierdaseca, capullo, y porque no se me ocurren mas que si no estaba así todo el dia pedazo mamón. ;1;(chupacables)
O porque eres un cuerpoescombro, que puede ser hasta peor.;1;
Soy yo o el rey se está volviendo un cuerpoescombro? Bienvenido al club Su Atleza. ;1;
Qué dice el cuerpoescombro este? ;1;
Panorámica a ojos del cuerpoescombro.... ;1;
virgen jajaja tanto tiempo llevas aguantando al cuerpoescombro este?;1;
normativo de que si es un cuerpoescombro;1;
Lameculos profesional!! ;1;
Perdona? Que hablas de gente mayor, este es un sinverguenza macarra y lameculos;1;
Rotundamente SI... lameculos;1;
Susana Griso es una lameculos;1;
Los traidores-ras en este país brillan por su presencia, así como los chivatos y falsos lameculos. Lo llevan escrito en su puta cara!;1;
España es el país con los obreros más sumisos y lameculos de toda Europa. Cuanto tenemos que aprender de los franceses, que por algo tienen unos sueldos bastante más dignos que nosotros...;1;
Le pides demasiado a Ramoncete morroestufa😂;0;
Maricon pagafantas,tu y todos los líderes políticos deberíais amanecer ahorcados;1;
Todo es culpa de los pagafantas que creen que se las va a dar a oler;1;
Sois unos pagafantas;1;
No, es un intelectual, firme en sus convicciones, y que no cede en su defensa, ante las necesidades fisiológicas de la entrepierna... ¡Que noooo! ¡JAJAJAJA! ¡Es un “pagafantas”! ;1;
Por supuesto. Pero el Real Valladolid, el “pagafantas” ideal, debiera averiguar quien ha filtrado esto. Alguien que deba justificar su gestión y el asunto se le estaba empezando a hacer “bola”.;1;
¡Derechita pagafantas!;1;
Un auténtico pagafantas.;1;
vaya cara de tolai tiene el Richard este.;1;
cada dia mas subnormal el tolai este ;1;
Son muñecos, tolai ;1;
Tú el rumbo ya lo tienes perdido ,tolai. Antes de abandonar el partido tenías que haber hecho esas reflexiones ,igual que Íñigo . Pero el uno se fue por la puerta de atrás y el otro le siguió . Justo cuando más unión necesitaba el partido . Llamazares . desaparece ya , cenizo;1;
Igual quedo d tolai, pero q le pasa a la chica?;1;
Es de un videoclip en el que le hubieran aplicado censura si no lo hubiera hecho, tolai;1;
No mientas que estabas en la graduación tolai;1;
Pues a mi me parece un tolai, pero vuelvo a decir... q cada cual se ponga lo q quiera y con lo q se sienta bien. Si a él le gusta ponérsela y se ve guapo, pues palante 😊;1;
_es Una duchita al perroflauta no le habría venido mal.;1;
_Nets84 Y tanto macho , 14 horas fuera de mi casa de lunes a sábado , así pasa que luego te viene un perroflauta a decirte que tienes que currar y lo mandas bien lejos;1;
Hombre, ya salió un perroflauta piojoso!;1;
Viva España , y Viva los Españoles de bien. Como diría un perroflauta.. Viva España, vivo españo, y todas y todos;1;
_Beatle Quién es perroflauta?;0;
lo siento hablo en castellano no en perroflauta no podríamos entendernos;1;
Jajajaja Hombre... prefiero un casco vikingo antes que la hoz y el martllo o cualquier símbolo progre comunista perroflauta.;1;
Cómo cansa la gente tan parguela;1;
La que le ha caído al mono JAJAJAJAJAK toda la comunidad colgao, para el suelo parguela;1;
Pero si me estás mirando a mí, parguela;1;
_ Vas a ir a la cala andando, parguela;1;
pero que dices parguela, duchate cerdo;1;
¿Qué pasa parguela? ;1;
Que parguela preguntando estas cosas por twitter;1;
- Tomate, ¿para qué se saca la bandera de mi Españita? - La bandera de Españita se saca para conquistar, el que la saca para enseñarla es un parguela. ;1;
Eres un cenutrio.;1;
Hay ser muy cenutrio para poner ese tuit...;1;
Por eso, cenutrio ;1;
"Islascanarias Sería la zona más verde, saludable, impactante y turística de nuestra Tierra. Señoras y señores políticos de m..... ! ¿ No tenéis hij, niet, sobrin u otra equivalencia genética ? No hagáis caso al ""cenútrio"" ObreroDeDerechas.....";1;
Esto no lo olvidamos, cenutrio. ;1;
Da gusto ver tanto cenutrio juntos. ;1;
_efs No voy a perder el tiempo con un cenutrio como tú. No das el nivel.;1;
Fuera, cenutrio. A vivir toda tu vida en la oscuridad donde naciste.;1;
"_18 _ @_sarabel_ Fueron los del ""a por ellos"", cenutrio.";1;
_Iglesias_ Claro!! Si no queremos que se vaya!!! Queremos seguir viendo como os continúa hundiendo desde su piscina de Galapagar!! Cenutrio!! YoConPabloIglesias;1;
Te amo mucho más amor;0;amor
Ve y me besas despacito mi amor.;0;
Amor incondicional en estos animalitos, por algo y es el mejor amigo del hombre ♥️. ;0;
El amor está en todas partes. 𝒥ℯ𝓁𝒾𝓏 𝒽ℴ𝓎♥︎. ;0;
Usa el amor como un puente;0;
No me parece tan grave, si cortó el semáforo y hay tránsito...;0;semaforo
 No pidas peras al semáforo. ;0;
El momento semáforo se ha quedado grabado en mi corazón ❤;0;
Como Peatón también tenemos responsabilidades, y tenemos que asumirlas. Esperar el semáforo en rojo y que los autos se hayan detenido por completo para cruzar una calle, utilizar los pasos cebra y los puentes peatonales en avenidas grandes. Seamos un PeatónResponsable 👍 ;0;
Lo único que he podido comprar en para poder sumarme a la SemanaSinPlasticos: un melón | amigos de las grandes cadenas de supermercados, este reto lo tenéis que liderar vosotros, si no, no podemos 😫 ;0;
Un video comiendo un melon c:;0;
Si digo tú, melón jajajajaja;0;
¿Cuál es la fruta más deliciosa? — Melón 🤤 🤤;0;
quiero un melón;0;
La derechista tocapelotas.;1;
Se muda tu vecina tocapelotas?!! Como lo vas a celebrar??? 🍸;1;
Ellos han subido...la gente esta contenta con su gestion...y no me da la gana hablar de los tocapelotas que tambien han subido.;1;
@_edmac_ y la T es de Tocapelotas, como uno que yo me sé;1;
Es un sí, joder Kaila es que eres tocapelotas hasta para eso. ;1;
-Desde lo de Myra ha decidido ignorar a los fantasmas tocapelotas-. ;1;
"Este tío cada más tocapelotas...el señor ""paradondeOblak"" se ha creído el personaje de RRSS q difunde y cada día da más vergüenza ajena. Estoy harto de leer sus bobadas de bobomerengue....q hastío de periolisto...😩";1;
Un capullo ;1;
ahora me envuelve como un capullo en el cual no deseo salir, estoy tan agradecida con seokjin y tan enamorada de su corazón, el mundo y yo somos tan afortunados de tenerlo THISNIGHTbyJIN 이밤ByJinOutnow;0;
capullo, ella canta la llorona;1;
Que me dejes capullo;1;
Es un capullo;1;
Qué capullo eres. Ahora yo me quedo comiéndome la cabeza y tú tan ancho. ;1;
Hay que ser capullo para escribir eso. Yo no veo a ningún paleto como tú muerto en ninguna cuneta. Eso le pertenece a eta y comunistas.;1;
Pero que dices zampabollos;1;
¿Cabías en el de 50m2 zampabollos?;1;
El felón de la sexta... menudo zampabollos sectario...;1;
te pone cachondo o algo? zampabollos;1;
Puto niño zampabollos;1;
El zampabollos inepto de Zoido está en el euro Parlamento?? Acabará con todo el chucrut de Alsacia...y como, según él declaró en el juicio, durante 4 años no se enterará de nada;1;
Este tweet parece sacado de un mentecato, seguirán tragando sus palabras.;1;
Tres días ya 👍 Igual es muy difícil dar con el de la reforma (probablemente ilegal) y meterle un puro que no olvide en su vida, ¿o acaso el mentecato que dirige la Policía Municipal también hay prohibido esto? ;1;
Què mentecato es este Guaidog ;1;
te llevo en la mente, mentecato ;1;
Saludos mentecato. ;1;
Es una amenaza debieras denunciar al mentecato que te escribió eso;1;
Santi, eres idiota, desde que naciste, y eso ya no lo va a cambiar nadie. Cállate e intenta no liarla más, mentecato.;1;
Eso es Lerdo, no c mamen;1;
_1993 Nada, que me he equivocado y soy lerdo jejejeje;1;
No os cansais de hacer el lerdo?;1;
Me desperté modo GNC hoy, muy lerdo todo 🙄;1;
Un olvido repentino burlando a un tiempo lerdo;1;
Me muero, amorfo jajajajaaj!!;1;
decidme q vosotros tb lo veis amorfo ;0;
-Quiera no quiera ha salido amorfo- ;1;
_zetaa Esque es un PAYASO y un AMORFO.;1;
_TomasRoncero Gilipuertas;1;
Gilipuertas everywhere. Manda webs!!!!!!!;1;
Ah, nadie importante, un gilipuertas;1;
Albano!... que cutre y gilipuertas eres macho!;1;
Reciclad estos residuos humanos, es salvar tu planeta. Gracias a todos, podemos ayudar a dejar nuestras calles libres de gilipuertas. Por un mundo mejor, tu mundo. Ministerio del Interior. ;1;
Vete a cagar gilipuertas....;1;
_Hernando Y para qué ibamos a votar a VOX, para regalarte a tí los votos?. Hay que ser gilipuertas, y politiquero de baja estofa. Nadie sabe más de poltronas, que vosotros los del PP, que pagais cualquier precio por mantenerlas.;1;
menudo gilipuertas;1;
_de_abril jajajajaja...vaya gilipuertas;1;
Estos gilipuertas aplauden a esta familia fascistas de actos y Súper cool de boquilla! Eres, clínicas privadas y exclusivas!! Lo que es hipocresía en botellón con Vega Sicilia.;1;
_Troll No falla uno, analfabetos funcionales que creen que el resto del mundo es tan gilipuertas como ellos!! Otro a la cola del Inaem;1;
_union Pero el Valencia que tiene que ver hay, cazurro!!!;1;
Y porfi, no me llames cazurro que yo a ti no te he insultado;0;
_1922 Jajajaja aprende a escribir puto cazurro;1;
_rguez Pon comas, cazurro.;1;
Hay que ser gilipollas pa ir al campo cazurro ese.;1;
Cazurro soy yo, ella es catalana.;1;
José Antonio Reyes ha muerto por cazurro. Es de ser un inconsciente ir a esa velocidad.;1;
Al igual que aznar,cazurro!!!!;1;
Tolosa apaga la brasa del besugo ;0;
A callar besugo ;1;
Aprende a respetar, besugo;1;
Yo me he callado por no liarla. Porque me conozco, besugo.;1;
Besugo al limón, todo un festín de sabores  ;0;
Besugo tu padre.;1;
Florentino sabe k ese besugo no va a ir a ningun pais k no sea españa;1;
Fiesta de Besugo y de la Sidra Imágenes del año pasado, buena pinta ¿verdad? Erreserbak / Reservas - TolosaldeaTour 943 69 74 13 TxinpartaElkartea ;0;
Más tonto y no naces besugo. ;1;
uf q pelma eres tía q si no lo pillas no es mi problema;1;
Inda es un pelma ;1;
Eres un pelma;1;
Además tiene su cuenta con 11K de seguidores y es una pelma de cuidado, menuda tipeja.;1;
Pasandoooo, hay gente muy pelma. Animo!!!;1;
Y la turra que ha dado con Pedro...que tío más pelma.;1;
Que pelma es la people. ;1;
Eres pelma de cojones, abuela.;1;
Venga pelma, a crear el ejercito catalan;1;
Venga tio, eres un pelma, no hacéis más que dar por culo.;1;
menudo cabestro este Trump.;1;
Este viejo cabestro siempre igual, bético Perro;1;
_culon jajajajajajaja otra ve por aqui? un abrazo cabestro;0;
Cuanto cabestro y que fácil es bloquear en Twitter;1;
¿Un cabestro?, ¿un cínico?, ¿ambas cosas?;1;
_Caronte_o A pastar!! Denegado su turno de palabra, por cabestro.;1;
Valiente cabestro el Sr. Colegiado;1;
La narró Pérez Reverte. Que ni leer sabes, mangurrián.;1;
A tolar por culo mangurrián!!;1;
Dos fotos juntas se entienden mejor, mangurrian. ;1;
_Zapata ¿Dignidad de qué, mangurrián, eres más digno despreciando a tu país?;1;
"_TomasRoncero Pero qué coño vas a saber tu de fútbol si solo ves el color blanco, mangurrian.""";1;
Fuera payaso fuera;1;
Payaso ni tu te la crees ;1;
No le creen al payaso del actor premier ;1;
_Periodico Este pobre payaso ya no sabe donde esta el norte ni el sur.;1;
alcalde? este es un payaso!;1;
El payaso más bien 😂;1;
_90 Lo gana Murillo, payaso;1;
_ garcias A ese payaso cualquiera le gana 😂 😂 😂 😂;1;
"Sabía yo que algún día la letra de esta canción me iba a venir como anillo al dedo...""Es un gran necio, un estúpido engreído, egoísta y caprichoso, un payaso vanidoso, inconsciente y presumido, falso, enano, rencoroso... "" ";1;
ENTRETÉNME, PAYASO!!!... ;1;
—Se lleva una mano a la cara. ¿De verdad podía ser tan alcornoque?— Bien, más para ti.;1;
Pedazo de alcornoque, vindria a ser;1;
Temas del Conocimiento: Alcornoque y sus Usos ;0;
_Bugman Cabeza de alcornoque;1;
_Bugman Zopenco, alcornoque, soperutano, soquete;1;
Mockus no fue auspiciador de la guerrilla, y se gano contratos de forma irregular. Y el partido verde que si es de izquierda tiene bastantes candidatos cuestionados incluyendo a la gallito. Lea alcornoque.;1;
Insistidor este cabeza de alcornoque. ;1;
Vaya hombre. Me había plantado porque creía que me había topado con un alcornoque.;0;
Cabeza de alcornoque xd;1;
el cabeza de alcornoque dice que tiene otras cifras.;1;
_ABASCAL Sectaria dice el papanatas;1;
España una democracia de complejos y papanatas. El día que reaccionemos igual será tarde.;1;
_rguez Es casi tan papanatas como tú;1;
_ Ah que mequetrefe;1;
Jajajajajajajaja mortal. No se cansa de perder este mequetrefe!!!!;1;
_2015 Te perdono, pero no soy ladrón y tampoco hay ladrones en mi familia, asi que mas respeto, si es que quieres que te respete, mequetrefe...!!;1;
No hay nadie que le de su merecido s este mequetrefe? ??? ;1;
Ese soy yo que te pasa pedazo de pelele;1;
_for20 _garcias Es un vil pelele y fantoche;1;
Bueno realmente queda como pelele, ogro le queda grande y le sobra;1;
Tan nazi que le dijo pelele a hitler ;1;
Quien juzga a ese pelele;1;
Jamás votaría a Vox, pero si tengo que elegir entre Abascal y el pelele de Vals y Macron, sin duda me quedo con los primeros. Es que no se puede ser más hipócrita y engañabobos que Riveleta.;1;
Porqué no señala quienes son esos constitucionalistas de prestigio? Vamos a dejar que este pelele de Gorriti, se quede en palacio y no vaya a la cárcel por corrupto y golpista? ;1;
Sigan peleando, la gente de a pie esta jodida con la desaceleracion economica q ya no alcanza para cubrir gastos minimos, sigan defendiendo sus intereses, pelele de los rojos;1;
_Iglesias_ Qué penita da Garzón.....un pelele en manos d Iglesias....no me extraña q Anguita.....en fin...y lo d Rusia....pues mejorando x momentos,todos tienen mugre debajo d la alfombra,pero estos la han llenado en 4 días.;1;
Vale pichabrava;1;
Puto Amunike menudo pichabrava;1;
